Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2017 
(10/1/16 - 9/30/17)",,,,,"CC Age Split 
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote,FY,Type
329,C171,Malignant neoplasm of jejunum,Y,,,,,,,9,,,2017,Commercial
330,C172,Malignant neoplasm of ileum,Y,,,,,,,9,,,2017,Commercial
331,C173,"Meckel's diverticulum, malignant",Y,,,,,,,9,,,2017,Commercial
332,C178,Malignant neoplasm of overlapping sites of small intestine,Y,,,,,,,9,,,2017,Commercial
333,C179,"Malignant neoplasm of small intestine, unspecified",Y,,,,,,,9,,,2017,Commercial
334,C180,Malignant neoplasm of cecum,Y,,,,,,,11,,,2017,Commercial
335,C181,Malignant neoplasm of appendix,Y,,,,,,,11,,,2017,Commercial
336,C182,Malignant neoplasm of ascending colon,Y,,,,,,,11,,,2017,Commercial
337,C183,Malignant neoplasm of hepatic flexure,Y,,,,,,,11,,,2017,Commercial
338,C184,Malignant neoplasm of transverse colon,Y,,,,,,,11,,,2017,Commercial
339,C185,Malignant neoplasm of splenic flexure,Y,,,,,,,11,,,2017,Commercial
340,C186,Malignant neoplasm of descending colon,Y,,,,,,,11,,,2017,Commercial
341,C187,Malignant neoplasm of sigmoid colon,Y,,,,,,,11,,,2017,Commercial
342,C188,Malignant neoplasm of overlapping sites of colon,Y,,,,,,,11,,,2017,Commercial
343,C189,"Malignant neoplasm of colon, unspecified",Y,,,,,,,11,,,2017,Commercial
344,C19,Malignant neoplasm of rectosigmoid junction,Y,,,,,,,11,,,2017,Commercial
345,C20,Malignant neoplasm of rectum,Y,,,,,,,11,,,2017,Commercial
346,C210,"Malignant neoplasm of anus, unspecified",Y,,,,,,,11,,,2017,Commercial
347,C211,Malignant neoplasm of anal canal,Y,,,,,,,11,,,2017,Commercial
348,C212,Malignant neoplasm of cloacogenic zone,Y,,,,,,,11,,,2017,Commercial
349,C218,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",Y,,,,,,,11,,,2017,Commercial
350,C220,Liver cell carcinoma,Y,,,,,,,9,,,2017,Commercial
351,C221,Intrahepatic bile duct carcinoma,Y,,,,,,,9,,,2017,Commercial
352,C222,Hepatoblastoma,Y,,,,,,,9,,,2017,Commercial
353,C223,Angiosarcoma of liver,Y,,,,,,,9,,,2017,Commercial
354,C224,Other sarcomas of liver,Y,,,,,,,9,,,2017,Commercial
355,C227,Other specified carcinomas of liver,Y,,,,,,,9,,,2017,Commercial
356,C228,"Malignant neoplasm of liver, primary, unspecified as to type",Y,,,,,,,9,,,2017,Commercial
357,C229,"Malignant neoplasm of liver, not specified as primary or secondary",Y,,,,,,,9,,,2017,Commercial
358,C23,Malignant neoplasm of gallbladder,Y,,,,,,,9,,,2017,Commercial
359,C240,Malignant neoplasm of extrahepatic bile duct,Y,,,,,,,9,,,2017,Commercial
360,C241,Malignant neoplasm of ampulla of Vater,Y,,,,,,,9,,,2017,Commercial
361,C248,Malignant neoplasm of overlapping sites of biliary tract,Y,,,,,,,9,,,2017,Commercial
362,C249,"Malignant neoplasm of biliary tract, unspecified",Y,,,,,,,9,,,2017,Commercial
363,C250,Malignant neoplasm of head of pancreas,Y,,,,,,,9,,,2017,Commercial
364,C251,Malignant neoplasm of body of pancreas,Y,,,,,,,9,,,2017,Commercial
365,C252,Malignant neoplasm of tail of pancreas,Y,,,,,,,9,,,2017,Commercial
366,C253,Malignant neoplasm of pancreatic duct,Y,,,,,,,9,,,2017,Commercial
367,C254,Malignant neoplasm of endocrine pancreas,Y,,,,,,,9,,,2017,Commercial
368,C257,Malignant neoplasm of other parts of pancreas,Y,,,,,,,9,,,2017,Commercial
369,C258,Malignant neoplasm of overlapping sites of pancreas,Y,,,,,,,9,,,2017,Commercial
370,C259,"Malignant neoplasm of pancreas, unspecified",Y,,,,,,,9,,,2017,Commercial
371,C260,"Malignant neoplasm of intestinal tract, part unspecified",Y,,,,,,,11,,,2017,Commercial
372,C261,Malignant neoplasm of spleen,Y,,,,,,,11,,,2017,Commercial
373,C269,Malignant neoplasm of ill-defined sites within the digestive system,Y,,,,,,,11,,,2017,Commercial
374,C300,Malignant neoplasm of nasal cavity,Y,,,,,,,11,,,2017,Commercial
375,C301,Malignant neoplasm of middle ear,Y,,,,,,,11,,,2017,Commercial
376,C310,Malignant neoplasm of maxillary sinus,Y,,,,,,,11,,,2017,Commercial
377,C311,Malignant neoplasm of ethmoidal sinus,Y,,,,,,,11,,,2017,Commercial
378,C312,Malignant neoplasm of frontal sinus,Y,,,,,,,11,,,2017,Commercial
379,C313,Malignant neoplasm of sphenoid sinus,Y,,,,,,,11,,,2017,Commercial
380,C318,Malignant neoplasm of overlapping sites of accessory sinuses,Y,,,,,,,11,,,2017,Commercial
381,C319,"Malignant neoplasm of accessory sinus, unspecified",Y,,,,,,,11,,,2017,Commercial
382,C320,Malignant neoplasm of glottis,Y,,,,,,,11,,,2017,Commercial
383,C321,Malignant neoplasm of supraglottis,Y,,,,,,,11,,,2017,Commercial
384,C322,Malignant neoplasm of subglottis,Y,,,,,,,11,,,2017,Commercial
385,C323,Malignant neoplasm of laryngeal cartilage,Y,,,,,,,11,,,2017,Commercial
386,C328,Malignant neoplasm of overlapping sites of larynx,Y,,,,,,,11,,,2017,Commercial
387,C329,"Malignant neoplasm of larynx, unspecified",Y,,,,,,,11,,,2017,Commercial
388,C33,Malignant neoplasm of trachea,Y,,,,,,,9,,,2017,Commercial
389,C3400,Malignant neoplasm of unspecified main bronchus,Y,,,,,,,9,,,2017,Commercial
390,C3401,Malignant neoplasm of right main bronchus,Y,,,,,,,9,,,2017,Commercial
391,C3402,Malignant neoplasm of left main bronchus,Y,,,,,,,9,,,2017,Commercial
392,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",Y,,,,,,,9,,,2017,Commercial
393,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",Y,,,,,,,9,,,2017,Commercial
394,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",Y,,,,,,,9,,,2017,Commercial
395,C342,"Malignant neoplasm of middle lobe, bronchus or lung",Y,,,,,,,9,,,2017,Commercial
396,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Y,,,,,,,9,,,2017,Commercial
397,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",Y,,,,,,,9,,,2017,Commercial
398,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",Y,,,,,,,9,,,2017,Commercial
399,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,Y,,,,,,,9,,,2017,Commercial
400,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,Y,,,,,,,9,,,2017,Commercial
401,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,Y,,,,,,,9,,,2017,Commercial
402,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Y,,,,,,,9,,,2017,Commercial
403,C3491,Malignant neoplasm of unspecified part of right bronchus or lung,Y,,,,,,,9,,,2017,Commercial
404,C3492,Malignant neoplasm of unspecified part of left bronchus or lung,Y,,,,,,,9,,,2017,Commercial
405,C37,Malignant neoplasm of thymus,Y,,,,,,,11,,,2017,Commercial
406,C380,Malignant neoplasm of heart,Y,,,,,,,10,,,2017,Commercial
407,C381,Malignant neoplasm of anterior mediastinum,Y,,,,,,,11,,,2017,Commercial
408,C382,Malignant neoplasm of posterior mediastinum,Y,,,,,,,11,,,2017,Commercial
409,C383,"Malignant neoplasm of mediastinum, part unspecified",Y,,,,,,,11,,,2017,Commercial
410,C384,Malignant neoplasm of pleura,Y,,,,,,,9,,,2017,Commercial
411,C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",Y,,,,,,,11,,,2017,Commercial
412,C390,"Malignant neoplasm of upper respiratory tract, part unspecified",Y,,,,,,,11,,,2017,Commercial
413,C399,"Malignant neoplasm of lower respiratory tract, part unspecified",Y,,,,,,,11,,,2017,Commercial
414,C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,Y,,,,,,,10,,,2017,Commercial
415,C4001,Malignant neoplasm of scapula and long bones of right upper limb,Y,,,,,,,10,,,2017,Commercial
416,C4002,Malignant neoplasm of scapula and long bones of left upper limb,Y,,,,,,,10,,,2017,Commercial
417,C4010,Malignant neoplasm of short bones of unspecified upper limb,Y,,,,,,,10,,,2017,Commercial
418,C4011,Malignant neoplasm of short bones of right upper limb,Y,,,,,,,10,,,2017,Commercial
419,C4012,Malignant neoplasm of short bones of left upper limb,Y,,,,,,,10,,,2017,Commercial
420,C4020,Malignant neoplasm of long bones of unspecified lower limb,Y,,,,,,,10,,,2017,Commercial
421,C4021,Malignant neoplasm of long bones of right lower limb,Y,,,,,,,10,,,2017,Commercial
422,C4022,Malignant neoplasm of long bones of left lower limb,Y,,,,,,,10,,,2017,Commercial
423,C4030,Malignant neoplasm of short bones of unspecified lower limb,Y,,,,,,,10,,,2017,Commercial
424,C4031,Malignant neoplasm of short bones of right lower limb,Y,,,,,,,10,,,2017,Commercial
425,C4032,Malignant neoplasm of short bones of left lower limb,Y,,,,,,,10,,,2017,Commercial
426,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,Y,,,,,,,10,,,2017,Commercial
427,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,Y,,,,,,,10,,,2017,Commercial
428,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,Y,,,,,,,10,,,2017,Commercial
429,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Y,,,,,,,10,,,2017,Commercial
430,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,Y,,,,,,,10,,,2017,Commercial
431,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,Y,,,,,,,10,,,2017,Commercial
432,C410,Malignant neoplasm of bones of skull and face,Y,,,,,,,10,,,2017,Commercial
433,C411,Malignant neoplasm of mandible,Y,,,,,,,10,,,2017,Commercial
434,C412,Malignant neoplasm of vertebral column,Y,,,,,,,10,,,2017,Commercial
435,C413,"Malignant neoplasm of ribs, sternum and clavicle",Y,,,,,,,10,,,2017,Commercial
436,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Y,,,,,,,10,,,2017,Commercial
437,C419,"Malignant neoplasm of bone and articular cartilage, unspecified",Y,,,,,,,10,,,2017,Commercial
438,C430,Malignant melanoma of lip,Y,,,,,,,13,,,2017,Commercial
439,C4310,"Malignant melanoma of unspecified eyelid, including canthus",Y,,,,,,,13,,,2017,Commercial
440,C4311,"Malignant melanoma of right eyelid, including canthus",Y,,,,,,,13,,,2017,Commercial
441,C4312,"Malignant melanoma of left eyelid, including canthus",Y,,,,,,,13,,,2017,Commercial
442,C4320,Malignant melanoma of unspecified ear and external auricular canal,Y,,,,,,,13,,,2017,Commercial
443,C4321,Malignant melanoma of right ear and external auricular canal,Y,,,,,,,13,,,2017,Commercial
444,C4322,Malignant melanoma of left ear and external auricular canal,Y,,,,,,,13,,,2017,Commercial
445,C4330,Malignant melanoma of unspecified part of face,Y,,,,,,,13,,,2017,Commercial
446,C4331,Malignant melanoma of nose,Y,,,,,,,13,,,2017,Commercial
447,C4339,Malignant melanoma of other parts of face,Y,,,,,,,13,,,2017,Commercial
448,C434,Malignant melanoma of scalp and neck,Y,,,,,,,13,,,2017,Commercial
449,C4351,Malignant melanoma of anal skin,Y,,,,,,,13,,,2017,Commercial
450,C4352,Malignant melanoma of skin of breast,Y,,,,,,,13,,,2017,Commercial
451,C4359,Malignant melanoma of other part of trunk,Y,,,,,,,13,,,2017,Commercial
452,C4360,"Malignant melanoma of unspecified upper limb, including shoulder",Y,,,,,,,13,,,2017,Commercial
453,C4361,"Malignant melanoma of right upper limb, including shoulder",Y,,,,,,,13,,,2017,Commercial
454,C4362,"Malignant melanoma of left upper limb, including shoulder",Y,,,,,,,13,,,2017,Commercial
455,C4370,"Malignant melanoma of unspecified lower limb, including hip",Y,,,,,,,13,,,2017,Commercial
456,C4371,"Malignant melanoma of right lower limb, including hip",Y,,,,,,,13,,,2017,Commercial
457,C4372,"Malignant melanoma of left lower limb, including hip",Y,,,,,,,13,,,2017,Commercial
458,C438,Malignant melanoma of overlapping sites of skin,Y,,,,,,,13,,,2017,Commercial
459,C439,"Malignant melanoma of skin, unspecified",Y,,,,,,,13,,,2017,Commercial
460,C450,Mesothelioma of pleura,Y,,,,,,,9,,,2017,Commercial
461,C451,Mesothelioma of peritoneum,Y,,,,,,,9,,,2017,Commercial
462,C452,Mesothelioma of pericardium,Y,,,,,,,9,,,2017,Commercial
463,C457,Mesothelioma of other sites,Y,,,,,,,9,,,2017,Commercial
464,C459,"Mesothelioma, unspecified",Y,,,,,,,9,,,2017,Commercial
465,C460,Kaposi's sarcoma of skin,Y,,,,,,,10,,,2017,Commercial
466,C461,Kaposi's sarcoma of soft tissue,Y,,,,,,,10,,,2017,Commercial
467,C462,Kaposi's sarcoma of palate,Y,,,,,,,10,,,2017,Commercial
468,C463,Kaposi's sarcoma of lymph nodes,Y,,,,,,,10,,,2017,Commercial
469,C464,Kaposi's sarcoma of gastrointestinal sites,Y,,,,,,,10,,,2017,Commercial
470,C4650,Kaposi's sarcoma of unspecified lung,Y,,,,,,,10,,,2017,Commercial
471,C4651,Kaposi's sarcoma of right lung,Y,,,,,,,10,,,2017,Commercial
472,C4652,Kaposi's sarcoma of left lung,Y,,,,,,,10,,,2017,Commercial
473,C467,Kaposi's sarcoma of other sites,Y,,,,,,,10,,,2017,Commercial
474,C469,"Kaposi's sarcoma, unspecified",Y,,,,,,,10,,,2017,Commercial
475,C470,"Malignant neoplasm of peripheral nerves of head, face and neck",Y,,,,,,,10,,,2017,Commercial
476,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",Y,,,,,,,10,,,2017,Commercial
477,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",Y,,,,,,,10,,,2017,Commercial
478,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",Y,,,,,,,10,,,2017,Commercial
479,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",Y,,,,,,,10,,,2017,Commercial
480,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",Y,,,,,,,10,,,2017,Commercial
481,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",Y,,,,,,,10,,,2017,Commercial
482,C473,Malignant neoplasm of peripheral nerves of thorax,Y,,,,,,,10,,,2017,Commercial
483,C474,Malignant neoplasm of peripheral nerves of abdomen,Y,,,,,,,10,,,2017,Commercial
484,C475,Malignant neoplasm of peripheral nerves of pelvis,Y,,,,,,,10,,,2017,Commercial
485,C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",Y,,,,,,,10,,,2017,Commercial
486,C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Y,,,,,,,10,,,2017,Commercial
487,C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",Y,,,,,,,10,,,2017,Commercial
488,C480,Malignant neoplasm of retroperitoneum,Y,,,,,,,9,,,2017,Commercial
489,C481,Malignant neoplasm of specified parts of peritoneum,Y,,,,,,,9,,,2017,Commercial
490,C482,"Malignant neoplasm of peritoneum, unspecified",Y,,,,,,,9,,,2017,Commercial
491,C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,Y,,,,,,,9,,,2017,Commercial
492,C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",Y,,,,,,,10,,,2017,Commercial
493,C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",Y,,,,,,,10,,,2017,Commercial
494,C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",Y,,,,,,,10,,,2017,Commercial
495,C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",Y,,,,,,,10,,,2017,Commercial
496,C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",Y,,,,,,,10,,,2017,Commercial
497,C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",Y,,,,,,,10,,,2017,Commercial
498,C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Y,,,,,,,10,,,2017,Commercial
499,C493,Malignant neoplasm of connective and soft tissue of thorax,Y,,,,,,,10,,,2017,Commercial
500,C494,Malignant neoplasm of connective and soft tissue of abdomen,Y,,,,,,,10,,,2017,Commercial
501,C495,Malignant neoplasm of connective and soft tissue of pelvis,Y,,,,,,,10,,,2017,Commercial
502,C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",Y,,,,,,,10,,,2017,Commercial
503,C498,Malignant neoplasm of overlapping sites of connective and soft tissue,Y,,,,,,,10,,,2017,Commercial
504,C499,"Malignant neoplasm of connective and soft tissue, unspecified",Y,,,,,,,10,,,2017,Commercial
505,C49A0,"Gastrointestinal stromal tumor, unspecified site",Y,,,,,,,10,,,2017,Commercial
506,C49A1,Gastrointestinal stromal tumor of esophagus,Y,,,,,,,10,,,2017,Commercial
507,C49A2,Gastrointestinal stromal tumor of stomach,Y,,,,,,,10,,,2017,Commercial
508,C49A3,Gastrointestinal stromal tumor of small intestine,Y,,,,,,,10,,,2017,Commercial
509,C49A4,Gastrointestinal stromal tumor of large intestine,Y,,,,,,,10,,,2017,Commercial
510,C49A5,Gastrointestinal stromal tumor of rectum,Y,,,,,,,10,,,2017,Commercial
511,C49A9,Gastrointestinal stromal tumor of other sites,Y,,,,,,,10,,,2017,Commercial
512,C4A0,Merkel cell carcinoma of lip,Y,,,,,,,12,,,2017,Commercial
513,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",Y,,,,,,,12,,,2017,Commercial
514,C4A11,"Merkel cell carcinoma of right eyelid, including canthus",Y,,,,,,,12,,,2017,Commercial
515,C4A12,"Merkel cell carcinoma of left eyelid, including canthus",Y,,,,,,,12,,,2017,Commercial
516,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,Y,,,,,,,12,,,2017,Commercial
517,C4A21,Merkel cell carcinoma of right ear and external auricular canal,Y,,,,,,,12,,,2017,Commercial
518,C4A22,Merkel cell carcinoma of left ear and external auricular canal,Y,,,,,,,12,,,2017,Commercial
519,C4A30,Merkel cell carcinoma of unspecified part of face,Y,,,,,,,12,,,2017,Commercial
520,C4A31,Merkel cell carcinoma of nose,Y,,,,,,,12,,,2017,Commercial
521,C4A39,Merkel cell carcinoma of other parts of face,Y,,,,,,,12,,,2017,Commercial
522,C4A4,Merkel cell carcinoma of scalp and neck,Y,,,,,,,12,,,2017,Commercial
523,C4A51,Merkel cell carcinoma of anal skin,Y,,,,,,,12,,,2017,Commercial
524,C4A52,Merkel cell carcinoma of skin of breast,Y,,,,,,,12,,,2017,Commercial
525,C4A59,Merkel cell carcinoma of other part of trunk,Y,,,,,,,12,,,2017,Commercial
526,C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",Y,,,,,,,12,,,2017,Commercial
527,C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",Y,,,,,,,12,,,2017,Commercial
528,C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",Y,,,,,,,12,,,2017,Commercial
529,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",Y,,,,,,,12,,,2017,Commercial
530,C4A71,"Merkel cell carcinoma of right lower limb, including hip",Y,,,,,,,12,,,2017,Commercial
531,C4A72,"Merkel cell carcinoma of left lower limb, including hip",Y,,,,,,,12,,,2017,Commercial
532,C4A8,Merkel cell carcinoma of overlapping sites,Y,,,,,,,12,,,2017,Commercial
533,C4A9,"Merkel cell carcinoma, unspecified",Y,,,,,,,12,,,2017,Commercial
534,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,,,,,age < 50,,11,,,2017,Commercial
535,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,,,,,age >= 50,,12,,,2017,Commercial
536,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,,,,,age < 50,,11,,,2017,Commercial
537,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,,,,,age >= 50,,12,,,2017,Commercial
538,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,,,,,age < 50,,11,,,2017,Commercial
539,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,,,,,age >= 50,,12,,,2017,Commercial
540,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,,,,,age < 50,,11,,,2017,Commercial
541,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,,,,,age >= 50,,12,,,2017,Commercial
542,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,,,,,age < 50,,11,,,2017,Commercial
543,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,,,,,age >= 50,,12,,,2017,Commercial
544,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,,,,,age < 50,,11,,,2017,Commercial
545,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,,,,,age >= 50,,12,,,2017,Commercial
546,C50111,Malignant neoplasm of central portion of right female breast,Y,,,,,age < 50,,11,,,2017,Commercial
547,C50111,Malignant neoplasm of central portion of right female breast,Y,,,,,age >= 50,,12,,,2017,Commercial
548,C50112,Malignant neoplasm of central portion of left female breast,Y,,,,,age < 50,,11,,,2017,Commercial
549,C50112,Malignant neoplasm of central portion of left female breast,Y,,,,,age >= 50,,12,,,2017,Commercial
550,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,,,,,age < 50,,11,,,2017,Commercial
551,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,,,,,age >= 50,,12,,,2017,Commercial
552,C50121,Malignant neoplasm of central portion of right male breast,Y,,,,,age < 50,,11,,,2017,Commercial
553,C50121,Malignant neoplasm of central portion of right male breast,Y,,,,,age >= 50,,12,,,2017,Commercial
554,C50122,Malignant neoplasm of central portion of left male breast,Y,,,,,age < 50,,11,,,2017,Commercial
555,C50122,Malignant neoplasm of central portion of left male breast,Y,,,,,age >= 50,,12,,,2017,Commercial
