Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2019
(10/1/18 - 9/30/19)","FY2019 MCE
Age Condition
[use AGE_AT
_DIAGNOSIS]","FY2019
MCE Sex
Condition","CY2019 (FY19/FY20)
MCE Age
Condition
[use AGE_AT
_DIAGNOSIS]","CY2019
(FY19/FY20)
MCE Sex
Condition","CC Age Split
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
394,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",Y,,,,,,,9,,
395,C342,"Malignant neoplasm of middle lobe, bronchus or lung",Y,,,,,,,9,,
396,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Y,,,,,,,9,,
397,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",Y,,,,,,,9,,
398,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",Y,,,,,,,9,,
399,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,Y,,,,,,,9,,
400,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,Y,,,,,,,9,,
401,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,Y,,,,,,,9,,
402,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Y,,,,,,,9,,
403,C3491,Malignant neoplasm of unspecified part of right bronchus or lung,Y,,,,,,,9,,
404,C3492,Malignant neoplasm of unspecified part of left bronchus or lung,Y,,,,,,,9,,
405,C37,Malignant neoplasm of thymus,Y,,,,,,,11,,
406,C380,Malignant neoplasm of heart,Y,,,,,,,10,,
407,C381,Malignant neoplasm of anterior mediastinum,Y,,,,,,,11,,
408,C382,Malignant neoplasm of posterior mediastinum,Y,,,,,,,11,,
409,C383,"Malignant neoplasm of mediastinum, part unspecified",Y,,,,,,,11,,
410,C384,Malignant neoplasm of pleura,Y,,,,,,,9,,
411,C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",Y,,,,,,,11,,
412,C390,"Malignant neoplasm of upper respiratory tract, part unspecified",Y,,,,,,,11,,
413,C399,"Malignant neoplasm of lower respiratory tract, part unspecified",Y,,,,,,,11,,
414,C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,Y,,,,,,,10,,
415,C4001,Malignant neoplasm of scapula and long bones of right upper limb,Y,,,,,,,10,,
416,C4002,Malignant neoplasm of scapula and long bones of left upper limb,Y,,,,,,,10,,
417,C4010,Malignant neoplasm of short bones of unspecified upper limb,Y,,,,,,,10,,
418,C4011,Malignant neoplasm of short bones of right upper limb,Y,,,,,,,10,,
419,C4012,Malignant neoplasm of short bones of left upper limb,Y,,,,,,,10,,
420,C4020,Malignant neoplasm of long bones of unspecified lower limb,Y,,,,,,,10,,
421,C4021,Malignant neoplasm of long bones of right lower limb,Y,,,,,,,10,,
422,C4022,Malignant neoplasm of long bones of left lower limb,Y,,,,,,,10,,
423,C4030,Malignant neoplasm of short bones of unspecified lower limb,Y,,,,,,,10,,
424,C4031,Malignant neoplasm of short bones of right lower limb,Y,,,,,,,10,,
425,C4032,Malignant neoplasm of short bones of left lower limb,Y,,,,,,,10,,
426,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,Y,,,,,,,10,,
427,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,Y,,,,,,,10,,
428,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,Y,,,,,,,10,,
429,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Y,,,,,,,10,,
430,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,Y,,,,,,,10,,
431,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,Y,,,,,,,10,,
432,C410,Malignant neoplasm of bones of skull and face,Y,,,,,,,10,,
433,C411,Malignant neoplasm of mandible,Y,,,,,,,10,,
434,C412,Malignant neoplasm of vertebral column,Y,,,,,,,10,,
435,C413,"Malignant neoplasm of ribs, sternum and clavicle",Y,,,,,,,10,,
436,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Y,,,,,,,10,,
437,C419,"Malignant neoplasm of bone and articular cartilage, unspecified",Y,,,,,,,10,,
438,C430,Malignant melanoma of lip,Y,,,,,,,13,,
439,C4310,"Malignant melanoma of unspecified eyelid, including canthus",Y,,,,,,,13,,
440,C43111,"Malignant melanoma of right upper eyelid, including canthus",Y,,,,,,,13,,
441,C43112,"Malignant melanoma of right lower eyelid, including canthus",Y,,,,,,,13,,
442,C43121,"Malignant melanoma of left upper eyelid, including canthus",Y,,,,,,,13,,
443,C43122,"Malignant melanoma of left lower eyelid, including canthus",Y,,,,,,,13,,
444,C4320,Malignant melanoma of unspecified ear and external auricular canal,Y,,,,,,,13,,
445,C4321,Malignant melanoma of right ear and external auricular canal,Y,,,,,,,13,,
446,C4322,Malignant melanoma of left ear and external auricular canal,Y,,,,,,,13,,
447,C4330,Malignant melanoma of unspecified part of face,Y,,,,,,,13,,
448,C4331,Malignant melanoma of nose,Y,,,,,,,13,,
449,C4339,Malignant melanoma of other parts of face,Y,,,,,,,13,,
450,C434,Malignant melanoma of scalp and neck,Y,,,,,,,13,,
451,C4351,Malignant melanoma of anal skin,Y,,,,,,,13,,
452,C4352,Malignant melanoma of skin of breast,Y,,,,,,,13,,
453,C4359,Malignant melanoma of other part of trunk,Y,,,,,,,13,,
454,C4360,"Malignant melanoma of unspecified upper limb, including shoulder",Y,,,,,,,13,,
455,C4361,"Malignant melanoma of right upper limb, including shoulder",Y,,,,,,,13,,
456,C4362,"Malignant melanoma of left upper limb, including shoulder",Y,,,,,,,13,,
457,C4370,"Malignant melanoma of unspecified lower limb, including hip",Y,,,,,,,13,,
458,C4371,"Malignant melanoma of right lower limb, including hip",Y,,,,,,,13,,
459,C4372,"Malignant melanoma of left lower limb, including hip",Y,,,,,,,13,,
460,C438,Malignant melanoma of overlapping sites of skin,Y,,,,,,,13,,
461,C439,"Malignant melanoma of skin, unspecified",Y,,,,,,,13,,
462,C450,Mesothelioma of pleura,Y,,,,,,,9,,
463,C451,Mesothelioma of peritoneum,Y,,,,,,,9,,
464,C452,Mesothelioma of pericardium,Y,,,,,,,9,,
465,C457,Mesothelioma of other sites,Y,,,,,,,9,,
466,C459,"Mesothelioma, unspecified",Y,,,,,,,9,,
467,C460,Kaposi's sarcoma of skin,Y,,,,,,,10,,
468,C461,Kaposi's sarcoma of soft tissue,Y,,,,,,,10,,
469,C462,Kaposi's sarcoma of palate,Y,,,,,,,10,,
470,C463,Kaposi's sarcoma of lymph nodes,Y,,,,,,,10,,
471,C464,Kaposi's sarcoma of gastrointestinal sites,Y,,,,,,,10,,
472,C4650,Kaposi's sarcoma of unspecified lung,Y,,,,,,,10,,
473,C4651,Kaposi's sarcoma of right lung,Y,,,,,,,10,,
474,C4652,Kaposi's sarcoma of left lung,Y,,,,,,,10,,
475,C467,Kaposi's sarcoma of other sites,Y,,,,,,,10,,
476,C469,"Kaposi's sarcoma, unspecified",Y,,,,,,,10,,
477,C470,"Malignant neoplasm of peripheral nerves of head, face and neck",Y,,,,,,,10,,
478,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",Y,,,,,,,10,,
479,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",Y,,,,,,,10,,
480,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",Y,,,,,,,10,,
481,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",Y,,,,,,,10,,
482,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",Y,,,,,,,10,,
483,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",Y,,,,,,,10,,
484,C473,Malignant neoplasm of peripheral nerves of thorax,Y,,,,,,,10,,
485,C474,Malignant neoplasm of peripheral nerves of abdomen,Y,,,,,,,10,,
486,C475,Malignant neoplasm of peripheral nerves of pelvis,Y,,,,,,,10,,
487,C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",Y,,,,,,,10,,
488,C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Y,,,,,,,10,,
489,C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",Y,,,,,,,10,,
490,C480,Malignant neoplasm of retroperitoneum,Y,,,,,,,9,,
491,C481,Malignant neoplasm of specified parts of peritoneum,Y,,,,,,,9,,
492,C482,"Malignant neoplasm of peritoneum, unspecified",Y,,,,,,,9,,
493,C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,Y,,,,,,,9,,
494,C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",Y,,,,,,,10,,
495,C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",Y,,,,,,,10,,
496,C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",Y,,,,,,,10,,
497,C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",Y,,,,,,,10,,
498,C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",Y,,,,,,,10,,
499,C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",Y,,,,,,,10,,
500,C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Y,,,,,,,10,,
501,C493,Malignant neoplasm of connective and soft tissue of thorax,Y,,,,,,,10,,
502,C494,Malignant neoplasm of connective and soft tissue of abdomen,Y,,,,,,,10,,
503,C495,Malignant neoplasm of connective and soft tissue of pelvis,Y,,,,,,,10,,
504,C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",Y,,,,,,,10,,
505,C498,Malignant neoplasm of overlapping sites of connective and soft tissue,Y,,,,,,,10,,
506,C499,"Malignant neoplasm of connective and soft tissue, unspecified",Y,,,,,,,10,,
507,C49A0,"Gastrointestinal stromal tumor, unspecified site",Y,,,,,,,10,,
508,C49A1,Gastrointestinal stromal tumor of esophagus,Y,,,,,,,10,,
509,C49A2,Gastrointestinal stromal tumor of stomach,Y,,,,,,,10,,
510,C49A3,Gastrointestinal stromal tumor of small intestine,Y,,,,,,,10,,
511,C49A4,Gastrointestinal stromal tumor of large intestine,Y,,,,,,,10,,
512,C49A5,Gastrointestinal stromal tumor of rectum,Y,,,,,,,10,,
513,C49A9,Gastrointestinal stromal tumor of other sites,Y,,,,,,,10,,
514,C4A0,Merkel cell carcinoma of lip,Y,,,,,,,12,,
515,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",Y,,,,,,,12,,
516,C4A111,"Merkel cell carcinoma of right upper eyelid, including canthus",Y,,,,,,,12,,
517,C4A112,"Merkel cell carcinoma of right lower eyelid, including canthus",Y,,,,,,,12,,
518,C4A121,"Merkel cell carcinoma of left upper eyelid, including canthus",Y,,,,,,,12,,
519,C4A122,"Merkel cell carcinoma of left lower eyelid, including canthus",Y,,,,,,,12,,
520,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,Y,,,,,,,12,,
521,C4A21,Merkel cell carcinoma of right ear and external auricular canal,Y,,,,,,,12,,
522,C4A22,Merkel cell carcinoma of left ear and external auricular canal,Y,,,,,,,12,,
523,C4A30,Merkel cell carcinoma of unspecified part of face,Y,,,,,,,12,,
524,C4A31,Merkel cell carcinoma of nose,Y,,,,,,,12,,
525,C4A39,Merkel cell carcinoma of other parts of face,Y,,,,,,,12,,
526,C4A4,Merkel cell carcinoma of scalp and neck,Y,,,,,,,12,,
527,C4A51,Merkel cell carcinoma of anal skin,Y,,,,,,,12,,
528,C4A52,Merkel cell carcinoma of skin of breast,Y,,,,,,,12,,
529,C4A59,Merkel cell carcinoma of other part of trunk,Y,,,,,,,12,,
530,C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",Y,,,,,,,12,,
531,C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",Y,,,,,,,12,,
532,C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",Y,,,,,,,12,,
533,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",Y,,,,,,,12,,
534,C4A71,"Merkel cell carcinoma of right lower limb, including hip",Y,,,,,,,12,,
535,C4A72,"Merkel cell carcinoma of left lower limb, including hip",Y,,,,,,,12,,
536,C4A8,Merkel cell carcinoma of overlapping sites,Y,,,,,,,12,,
537,C4A9,"Merkel cell carcinoma, unspecified",Y,,,,,,,12,,
538,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,,female,,female,age < 50,,11,,
539,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,,female,,female,age >= 50,,12,,
540,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,,female,,female,age < 50,,11,,
541,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,,female,,female,age >= 50,,12,,
542,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,,female,,female,age < 50,,11,,
543,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,,female,,female,age >= 50,,12,,
544,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,,male,,male,age < 50,,11,,
545,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,,male,,male,age >= 50,,12,,
546,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,,male,,male,age < 50,,11,,
547,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,,male,,male,age >= 50,,12,,
548,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,,male,,male,age < 50,,11,,
549,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,,male,,male,age >= 50,,12,,
550,C50111,Malignant neoplasm of central portion of right female breast,Y,,female,,female,age < 50,,11,,
551,C50111,Malignant neoplasm of central portion of right female breast,Y,,female,,female,age >= 50,,12,,
552,C50112,Malignant neoplasm of central portion of left female breast,Y,,female,,female,age < 50,,11,,
553,C50112,Malignant neoplasm of central portion of left female breast,Y,,female,,female,age >= 50,,12,,
554,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,,female,,female,age < 50,,11,,
555,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,,female,,female,age >= 50,,12,,
556,C50121,Malignant neoplasm of central portion of right male breast,Y,,male,,male,age < 50,,11,,
557,C50121,Malignant neoplasm of central portion of right male breast,Y,,male,,male,age >= 50,,12,,
558,C50122,Malignant neoplasm of central portion of left male breast,Y,,male,,male,age < 50,,11,,
559,C50122,Malignant neoplasm of central portion of left male breast,Y,,male,,male,age >= 50,,12,,
560,C50129,Malignant neoplasm of central portion of unspecified male breast,Y,,male,,male,age < 50,,11,,
561,C50129,Malignant neoplasm of central portion of unspecified male breast,Y,,male,,male,age >= 50,,12,,
562,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,,female,,female,age < 50,,11,,
563,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,,female,,female,age >= 50,,12,,
564,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,,female,,female,age < 50,,11,,
565,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,,female,,female,age >= 50,,12,,
566,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,,female,,female,age < 50,,11,,
567,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,,female,,female,age >= 50,,12,,
568,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,,male,,male,age < 50,,11,,
569,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,,male,,male,age >= 50,,12,,
570,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,,male,,male,age < 50,,11,,
571,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,,male,,male,age >= 50,,12,,
572,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,,male,,male,age < 50,,11,,
573,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,,male,,male,age >= 50,,12,,
574,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,,female,,female,age < 50,,11,,
575,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,,female,,female,age >= 50,,12,,
576,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,,female,,female,age < 50,,11,,
577,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,,female,,female,age >= 50,,12,,
578,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,,female,,female,age < 50,,11,,
579,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,,female,,female,age >= 50,,12,,
580,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,,male,,male,age < 50,,11,,
581,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,,male,,male,age >= 50,,12,,
582,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,,male,,male,age < 50,,11,,
583,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,,male,,male,age >= 50,,12,,
584,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,,male,,male,age < 50,,11,,
585,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,,male,,male,age >= 50,,12,,
586,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,,female,,female,age < 50,,11,,
587,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,,female,,female,age >= 50,,12,,
588,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,,female,,female,age < 50,,11,,
589,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,,female,,female,age >= 50,,12,,
590,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,,female,,female,age < 50,,11,,
591,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,,female,,female,age >= 50,,12,,
592,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,,male,,male,age < 50,,11,,
593,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,,male,,male,age >= 50,,12,,
594,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,,male,,male,age < 50,,11,,
595,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,,male,,male,age >= 50,,12,,
596,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,,male,,male,age < 50,,11,,
597,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,,male,,male,age >= 50,,12,,
598,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,,female,,female,age < 50,,11,,
599,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,,female,,female,age >= 50,,12,,
600,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,,female,,female,age < 50,,11,,
601,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,,female,,female,age >= 50,,12,,
602,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,,female,,female,age < 50,,11,,
603,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,,female,,female,age >= 50,,12,,
604,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,,male,,male,age < 50,,11,,
605,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,,male,,male,age >= 50,,12,,
606,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,,male,,male,age < 50,,11,,
607,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,,male,,male,age >= 50,,12,,
608,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,,male,,male,age < 50,,11,,
609,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,,male,,male,age >= 50,,12,,
610,C50611,Malignant neoplasm of axillary tail of right female breast,Y,,female,,female,age < 50,,11,,
611,C50611,Malignant neoplasm of axillary tail of right female breast,Y,,female,,female,age >= 50,,12,,
612,C50612,Malignant neoplasm of axillary tail of left female breast,Y,,female,,female,age < 50,,11,,
613,C50612,Malignant neoplasm of axillary tail of left female breast,Y,,female,,female,age >= 50,,12,,
614,C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,,female,,female,age < 50,,11,,
615,C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,,female,,female,age >= 50,,12,,
616,C50621,Malignant neoplasm of axillary tail of right male breast,Y,,male,,male,age < 50,,11,,
617,C50621,Malignant neoplasm of axillary tail of right male breast,Y,,male,,male,age >= 50,,12,,
618,C50622,Malignant neoplasm of axillary tail of left male breast,Y,,male,,male,age < 50,,11,,
619,C50622,Malignant neoplasm of axillary tail of left male breast,Y,,male,,male,age >= 50,,12,,
620,C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,,male,,male,age < 50,,11,,
621,C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,,male,,male,age >= 50,,12,,
622,C50811,Malignant neoplasm of overlapping sites of right female breast,Y,,female,,female,age < 50,,11,,
623,C50811,Malignant neoplasm of overlapping sites of right female breast,Y,,female,,female,age >= 50,,12,,
624,C50812,Malignant neoplasm of overlapping sites of left female breast,Y,,female,,female,age < 50,,11,,
625,C50812,Malignant neoplasm of overlapping sites of left female breast,Y,,female,,female,age >= 50,,12,,
626,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,,female,,female,age < 50,,11,,
627,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,,female,,female,age >= 50,,12,,
628,C50821,Malignant neoplasm of overlapping sites of right male breast,Y,,male,,male,age < 50,,11,,
629,C50821,Malignant neoplasm of overlapping sites of right male breast,Y,,male,,male,age >= 50,,12,,
630,C50822,Malignant neoplasm of overlapping sites of left male breast,Y,,male,,male,age < 50,,11,,
631,C50822,Malignant neoplasm of overlapping sites of left male breast,Y,,male,,male,age >= 50,,12,,
632,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,Y,,male,,male,age < 50,,11,,
633,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,Y,,male,,male,age >= 50,,12,,
